run,pop,herb,order,rate,rep,ve,biomass
1,AT8-S,cloransulam,1,1x,5,1,0
1,AT8-S,cloransulam,1,1x,6,,
1,AT8-S,cloransulam,1,1x,7,,
1,AT8-S,cloransulam,1,1x,8,,
1,AT8-S,cloransulam,1,3x,1,1,0
1,AT8-S,cloransulam,1,3x,2,1,0
1,AT8-S,cloransulam,1,3x,3,1,0
1,AT8-S,cloransulam,1,3x,4,1,0
1,AT8-S,cloransulam,1,3x,5,1,0
1,AT8-S,cloransulam,1,3x,6,,
1,AT8-S,cloransulam,1,3x,7,,
1,AT8-S,cloransulam,1,3x,8,,
1,AT10,control,0,1x,1,10,1.456
1,AT10,control,0,1x,2,10,2.216
1,AT10,control,0,1x,3,10,1.302
1,AT10,control,0,1x,4,10,1.545
1,AT10,cloransulam,1,1x,1,2,0.134
1,AT10,cloransulam,1,1x,2,1,0
1,AT10,cloransulam,1,1x,3,1,0
1,AT10,cloransulam,1,1x,4,1,0
1,AT10,cloransulam,1,1x,5,1,0
1,AT10,cloransulam,1,1x,6,7,1.418
1,AT10,cloransulam,1,1x,7,1,0
1,AT10,cloransulam,1,1x,8,1,0
1,AT10,cloransulam,1,3x,1,7,2
1,AT10,cloransulam,1,3x,2,1,0
1,AT10,cloransulam,1,3x,3,1,0
1,AT10,cloransulam,1,3x,4,7,1.278
1,AT10,cloransulam,1,3x,5,7,0.875
1,AT10,cloransulam,1,3x,6,1,0
1,AT10,cloransulam,1,3x,7,1,0
1,AT10,cloransulam,1,3x,8,7,0.997
1,ATBP-S,control,0,1x,1,10,2.781
1,ATBP-S,control,0,1x,2,10,1.709
1,ATBP-S,control,0,1x,3,10,1.83
1,ATBP-S,control,0,1x,4,10,2.545
1,ATBP-S,cloransulam,1,1x,1,1,0
1,ATBP-S,cloransulam,1,1x,2,2,0.323
1,ATBP-S,cloransulam,1,1x,3,1,0
1,ATBP-S,cloransulam,1,1x,4,1,0
1,ATBP-S,cloransulam,1,1x,5,1,0
1,ATBP-S,cloransulam,1,1x,6,1,0
1,ATBP-S,cloransulam,1,1x,7,2,0.228
1,ATBP-S,cloransulam,1,1x,8,1,0
1,ATBP-S,cloransulam,1,3x,1,1,0
1,ATBP-S,cloransulam,1,3x,2,1,0
1,ATBP-S,cloransulam,1,3x,3,1,0
1,ATBP-S,cloransulam,1,3x,4,2,0.144
1,ATBP-S,cloransulam,1,3x,5,1,0
1,ATBP-S,cloransulam,1,3x,6,1,0
1,ATBP-S,cloransulam,1,3x,7,1,0
1,ATBP-S,cloransulam,1,3x,8,1,0
2,AT1-R,control,0,1x,1,10,1.842
2,AT1-R,control,0,1x,2,10,2.447
2,AT1-R,control,0,1x,3,10,2.525
2,AT1-R,control,0,1x,4,,
2,AT1-R,cloransulam,1,1x,1,8,1.209
2,AT1-R,cloransulam,1,1x,2,9,2.97
2,AT1-R,cloransulam,1,1x,3,7,0.639
2,AT1-R,cloransulam,1,1x,4,7,0.345
2,AT1-R,cloransulam,1,1x,5,7,0.739
2,AT1-R,cloransulam,1,1x,6,,
2,AT1-R,cloransulam,1,1x,7,,
2,AT1-R,cloransulam,1,1x,8,,
2,AT1-R,cloransulam,1,3x,1,2,0.239
2,AT1-R,cloransulam,1,3x,2,1,0
2,AT1-R,cloransulam,1,3x,3,8,1.922
2,AT1-R,cloransulam,1,3x,4,6,1.018
2,AT1-R,cloransulam,1,3x,5,8,2.559
2,AT1-R,cloransulam,1,3x,6,,
2,AT1-R,cloransulam,1,3x,7,,
2,AT1-R,cloransulam,1,3x,8,,
2,AT2-R,control,0,1x,1,10,3.048
2,AT2-R,control,0,1x,2,10,3.12
2,AT2-R,control,0,1x,3,10,3.106
2,AT2-R,control,0,1x,4,10,2.936
2,AT2-R,cloransulam,1,1x,1,1,0
2,AT2-R,cloransulam,1,1x,2,1,0
2,AT2-R,cloransulam,1,1x,3,2,0.128
2,AT2-R,cloransulam,1,1x,4,1,0
2,AT2-R,cloransulam,1,1x,5,1,0
2,AT2-R,cloransulam,1,1x,6,1,0
2,AT2-R,cloransulam,1,1x,7,1,0
2,AT2-R,cloransulam,1,1x,8,2,0.142
2,AT2-R,cloransulam,1,3x,1,1,0
2,AT2-R,cloransulam,1,3x,2,1,0
2,AT2-R,cloransulam,1,3x,3,1,0
2,AT2-R,cloransulam,1,3x,4,1,0
2,AT2-R,cloransulam,1,3x,5,1,0
2,AT2-R,cloransulam,1,3x,6,1,0
2,AT2-R,cloransulam,1,3x,7,6,0.907
2,AT2-R,cloransulam,1,3x,8,1,0
2,AT4-R,control,0,1x,1,10,2.779
2,AT4-R,control,0,1x,2,10,3.614
2,AT4-R,control,0,1x,3,10,2.551
2,AT4-R,control,0,1x,4,10,3.014
2,AT4-R,cloransulam,1,1x,1,8,1.782
2,AT4-R,cloransulam,1,1x,2,9,2.417
2,AT4-R,cloransulam,1,1x,3,8,1.015
2,AT4-R,cloransulam,1,1x,4,8,0.822
2,AT4-R,cloransulam,1,1x,5,8,1.841
2,AT4-R,cloransulam,1,1x,6,9,2.042
2,AT4-R,cloransulam,1,1x,7,8,2.173
2,AT4-R,cloransulam,1,1x,8,9,2.713
2,AT4-R,cloransulam,1,3x,1,8,2.582
2,AT4-R,cloransulam,1,3x,2,4,0.532
2,AT4-R,cloransulam,1,3x,3,1,0
2,AT4-R,cloransulam,1,3x,4,8,1.781
2,AT4-R,cloransulam,1,3x,5,7,1.018
2,AT4-R,cloransulam,1,3x,6,7,0.655
2,AT4-R,cloransulam,1,3x,7,8,2.023
2,AT4-R,cloransulam,1,3x,8,4,0.687
2,AT5-R,control,0,1x,1,10,2.788
2,AT5-R,control,0,1x,2,10,2.66
2,AT5-R,control,0,1x,3,10,2.685
2,AT5-R,control,0,1x,4,10,2.75
2,AT5-R,cloransulam,1,1x,1,1,0
2,AT5-R,cloransulam,1,1x,2,8,1.709
2,AT5-R,cloransulam,1,1x,3,8,1.888
2,AT5-R,cloransulam,1,1x,4,8,1.774
2,AT5-R,cloransulam,1,1x,5,2,0.172
2,AT5-R,cloransulam,1,1x,6,7,1.732
2,AT5-R,cloransulam,1,1x,7,1,0
2,AT5-R,cloransulam,1,1x,8,1,0
2,AT5-R,cloransulam,1,3x,1,2,0.291
2,AT5-R,cloransulam,1,3x,2,1,0
2,AT5-R,cloransulam,1,3x,3,1,0
2,AT5-R,cloransulam,1,3x,4,2,0.116
2,AT5-R,cloransulam,1,3x,5,8,2.071
2,AT5-R,cloransulam,1,3x,6,1,0
2,AT5-R,cloransulam,1,3x,7,7,0.574
2,AT5-R,cloransulam,1,3x,8,2,0.257
2,AT6-R,control,0,1x,1,10,3.924
2,AT6-R,control,0,1x,2,10,3.653
2,AT6-R,control,0,1x,3,10,3.12
2,AT6-R,control,0,1x,4,,
2,AT6-R,cloransulam,1,1x,1,7,0.678
2,AT6-R,cloransulam,1,1x,2,9,2.138
2,AT6-R,cloransulam,1,1x,3,8,1.914
2,AT6-R,cloransulam,1,1x,4,,
2,AT6-R,cloransulam,1,1x,5,,
2,AT6-R,cloransulam,1,1x,6,,
2,AT6-R,cloransulam,1,1x,7,,
2,AT6-R,cloransulam,1,1x,8,,
2,AT6-R,cloransulam,1,3x,1,8,2.442
2,AT6-R,cloransulam,1,3x,2,1,0
2,AT6-R,cloransulam,1,3x,3,1,0
2,AT6-R,cloransulam,1,3x,4,,
2,AT6-R,cloransulam,1,3x,5,,
2,AT6-R,cloransulam,1,3x,6,,
2,AT6-R,cloransulam,1,3x,7,,
2,AT6-R,cloransulam,1,3x,8,,
2,AT8-R,control,0,1x,1,10,3.313
2,AT8-R,control,0,1x,2,10,2.322
2,AT8-R,control,0,1x,3,10,2.452
2,AT8-R,control,0,1x,4,,
2,AT8-R,cloransulam,1,1x,1,2,0.291
2,AT8-R,cloransulam,1,1x,2,2,0.114
2,AT8-R,cloransulam,1,1x,3,1,0
2,AT8-R,cloransulam,1,1x,4,1,0
2,AT8-R,cloransulam,1,1x,5,2,0.086
2,AT8-R,cloransulam,1,1x,6,,
2,AT8-R,cloransulam,1,1x,7,,
2,AT8-R,cloransulam,1,1x,8,,
2,AT8-R,cloransulam,1,3x,1,,
2,AT8-R,cloransulam,1,3x,2,,
2,AT8-R,cloransulam,1,3x,3,,
2,AT8-R,cloransulam,1,3x,4,,
2,AT8-R,cloransulam,1,3x,5,,
2,AT8-R,cloransulam,1,3x,6,,
2,AT8-R,cloransulam,1,3x,7,,
2,AT8-R,cloransulam,1,3x,8,,
2,AT10,control,0,1x,1,10,2.499
2,AT10,control,0,1x,2,10,2.649
2,AT10,control,0,1x,3,10,2.478
2,AT10,control,0,1x,4,10,2.615
2,AT10,cloransulam,1,1x,1,8,1.882
2,AT10,cloransulam,1,1x,2,1,0
2,AT10,cloransulam,1,1x,3,7,0.867
2,AT10,cloransulam,1,1x,4,1,0
2,AT10,cloransulam,1,1x,5,7,1.057
2,AT10,cloransulam,1,1x,6,8,2.093
2,AT10,cloransulam,1,1x,7,1,0
2,AT10,cloransulam,1,1x,8,1,0
2,AT10,cloransulam,1,3x,1,1,0
2,AT10,cloransulam,1,3x,2,8,0.993
2,AT10,cloransulam,1,3x,3,5,1.002
2,AT10,cloransulam,1,3x,4,1,0
2,AT10,cloransulam,1,3x,5,8,1.927
2,AT10,cloransulam,1,3x,6,4,0.715
2,AT10,cloransulam,1,3x,7,1,0
2,AT10,cloransulam,1,3x,8,1,0
2,ATBP-S,control,0,1x,1,10,3.414
2,ATBP-S,control,0,1x,2,10,3.363
2,ATBP-S,control,0,1x,3,10,2.065
2,ATBP-S,control,0,1x,4,10,2.636
2,ATBP-S,cloransulam,1,1x,1,1,0
2,ATBP-S,cloransulam,1,1x,2,1,0
2,ATBP-S,cloransulam,1,1x,3,2,0.135
2,ATBP-S,cloransulam,1,1x,4,2,0.181
2,ATBP-S,cloransulam,1,1x,5,2,0.203
2,ATBP-S,cloransulam,1,1x,6,1,0
2,ATBP-S,cloransulam,1,1x,7,1,0
2,ATBP-S,cloransulam,1,1x,8,1,0
2,ATBP-S,cloransulam,1,3x,1,2,0.136
2,ATBP-S,cloransulam,1,3x,2,1,0
2,ATBP-S,cloransulam,1,3x,3,1,0
2,ATBP-S,cloransulam,1,3x,4,1,0
2,ATBP-S,cloransulam,1,3x,5,1,0
2,ATBP-S,cloransulam,1,3x,6,1,0
2,ATBP-S,cloransulam,1,3x,7,1,0
2,ATBP-S,cloransulam,1,3x,8,1,0
1,AT1-R,control,0,3x,1,10,2.373
1,AT1-R,control,0,3x,2,10,1.93
1,AT1-R,control,0,3x,3,10,2.494
1,AT1-R,control,0,3x,4,,
1,AT2-R,control,0,3x,1,10,2.021
1,AT2-R,control,0,3x,2,10,1.534
1,AT2-R,control,0,3x,3,10,1.205
1,AT2-R,control,0,3x,4,,
1,AT4-R,control,0,3x,1,10,2.185
1,AT4-R,control,0,3x,2,10,2.074
1,AT4-R,control,0,3x,3,10,1.349
1,AT4-R,control,0,3x,4,10,1.843
1,AT5-R,control,0,3x,1,10,1.453
1,AT5-R,control,0,3x,2,10,1.177
1,AT5-R,control,0,3x,3,10,1.894
1,AT5-R,control,0,3x,4,10,1.764
1,AT6-R,control,0,3x,1,10,2.077
1,AT6-R,control,0,3x,2,10,0.807
1,AT6-R,control,0,3x,3,,
1,AT6-R,control,0,3x,4,,
1,AT8-R,control,0,3x,1,10,2.249
1,AT8-R,control,0,3x,2,10,1.945
1,AT8-R,control,0,3x,3,10,2.196
1,AT8-R,control,0,3x,4,,
1,AT8-S,control,0,3x,1,10,2.566
1,AT8-S,control,0,3x,2,10,1.996
1,AT8-S,control,0,3x,3,10,1.815
1,AT8-S,control,0,3x,4,10,2.186
1,AT10,control,0,3x,1,10,1.456
1,AT10,control,0,3x,2,10,2.216
1,AT10,control,0,3x,3,10,1.302
1,AT10,control,0,3x,4,10,1.545
1,ATBP-S,control,0,3x,1,10,2.781
1,ATBP-S,control,0,3x,2,10,1.709
1,ATBP-S,control,0,3x,3,10,1.83
1,ATBP-S,control,0,3x,4,10,2.545
2,AT1-R,control,0,3x,1,10,1.842
2,AT1-R,control,0,3x,2,10,2.447
2,AT1-R,control,0,3x,3,10,2.525
2,AT1-R,control,0,3x,4,,
2,AT2-R,control,0,3x,1,10,3.048
2,AT2-R,control,0,3x,2,10,3.12
2,AT2-R,control,0,3x,3,10,3.106
2,AT2-R,control,0,3x,4,10,2.936
2,AT4-R,control,0,3x,1,10,2.779
2,AT4-R,control,0,3x,2,10,3.614
2,AT4-R,control,0,3x,3,10,2.551
2,AT4-R,control,0,3x,4,10,3.014
2,AT5-R,control,0,3x,1,10,2.788
2,AT5-R,control,0,3x,2,10,2.66
2,AT5-R,control,0,3x,3,10,2.685
2,AT5-R,control,0,3x,4,10,2.75
2,AT6-R,control,0,3x,1,10,3.924
2,AT6-R,control,0,3x,2,10,3.653
2,AT6-R,control,0,3x,3,10,3.12
2,AT6-R,control,0,3x,4,,
2,AT8-R,control,0,3x,1,10,3.313
2,AT8-R,control,0,3x,2,10,2.322
2,AT8-R,control,0,3x,3,10,2.452
2,AT8-R,control,0,3x,4,,
2,AT10,control,0,3x,1,10,2.499
2,AT10,control,0,3x,2,10,2.649
2,AT10,control,0,3x,3,10,2.478
2,AT10,control,0,3x,4,10,2.615
2,ATBP-S,control,0,3x,1,10,3.414
2,ATBP-S,control,0,3x,2,10,3.363
2,ATBP-S,control,0,3x,3,10,2.065
2,ATBP-S,control,0,3x,4,10,2.636
1,AT1-R,control,0,1x,1,10,1.424
1,AT1-R,control,0,1x,2,10,1.987
1,AT1-R,control,0,1x,3,,
1,AT1-R,control,0,1x,4,,
1,AT1-R,fomesafen,3,1x,1,1,0
1,AT1-R,fomesafen,3,1x,2,1,0
1,AT1-R,fomesafen,3,1x,3,,
1,AT1-R,fomesafen,3,1x,4,,
1,AT1-R,fomesafen,3,1x,5,,
1,AT1-R,fomesafen,3,1x,6,,
1,AT1-R,fomesafen,3,1x,7,,
1,AT1-R,fomesafen,3,1x,8,,
1,AT1-R,fomesafen,3,3x,1,,
1,AT1-R,fomesafen,3,3x,2,,
1,AT1-R,fomesafen,3,3x,3,,
1,AT1-R,fomesafen,3,3x,4,,
1,AT1-R,fomesafen,3,3x,5,,
1,AT1-R,fomesafen,3,3x,6,,
1,AT1-R,fomesafen,3,3x,7,,
1,AT1-R,fomesafen,3,3x,8,,
1,AT2-R,control,0,1x,1,10,2.069
1,AT2-R,control,0,1x,2,10,2.075
1,AT2-R,control,0,1x,3,,
1,AT2-R,control,0,1x,4,,
1,AT2-R,fomesafen,3,1x,1,2,0.058
1,AT2-R,fomesafen,3,1x,2,7,0.421
1,AT2-R,fomesafen,3,1x,3,7,0.083
1,AT2-R,fomesafen,3,1x,4,,
1,AT2-R,fomesafen,3,1x,5,,
1,AT2-R,fomesafen,3,1x,6,,
1,AT2-R,fomesafen,3,1x,7,,
1,AT2-R,fomesafen,3,1x,8,,
1,AT2-R,fomesafen,3,3x,1,1,0
1,AT2-R,fomesafen,3,3x,2,1,0
1,AT2-R,fomesafen,3,3x,3,5,0.1
1,AT2-R,fomesafen,3,3x,4,,
1,AT2-R,fomesafen,3,3x,5,,
1,AT2-R,fomesafen,3,3x,6,,
1,AT2-R,fomesafen,3,3x,7,,
1,AT2-R,fomesafen,3,3x,8,,
1,AT4-R,control,0,1x,1,10,2.575
1,AT4-R,control,0,1x,2,10,1.828
1,AT4-R,control,0,1x,3,,
1,AT4-R,control,0,1x,4,,
1,AT4-R,fomesafen,3,1x,1,1,0
1,AT4-R,fomesafen,3,1x,2,1,0
1,AT4-R,fomesafen,3,1x,3,1,0
1,AT4-R,fomesafen,3,1x,4,,
1,AT4-R,fomesafen,3,1x,5,,
1,AT4-R,fomesafen,3,1x,6,,
1,AT4-R,fomesafen,3,1x,7,,
1,AT4-R,fomesafen,3,1x,8,,
1,AT4-R,fomesafen,3,3x,1,,
1,AT4-R,fomesafen,3,3x,2,,
1,AT4-R,fomesafen,3,3x,3,,
1,AT4-R,fomesafen,3,3x,4,,
1,AT4-R,fomesafen,3,3x,5,,
1,AT4-R,fomesafen,3,3x,6,,
1,AT4-R,fomesafen,3,3x,7,,
1,AT4-R,fomesafen,3,3x,8,,
1,AT5-R,control,0,1x,1,10,1.667
1,AT5-R,control,0,1x,2,10,2.63
1,AT5-R,control,0,1x,3,10,2.095
1,AT5-R,control,0,1x,4,10,2.544
1,AT5-R,fomesafen,3,1x,1,1,0
1,AT5-R,fomesafen,3,1x,2,1,0
1,AT5-R,fomesafen,3,1x,3,1,0
1,AT5-R,fomesafen,3,1x,4,1,0
1,AT5-R,fomesafen,3,1x,5,1,0
1,AT5-R,fomesafen,3,1x,6,1,0
1,AT5-R,fomesafen,3,1x,7,1,0
1,AT5-R,fomesafen,3,1x,8,1,0
1,AT5-R,fomesafen,3,3x,1,1,0
1,AT5-R,fomesafen,3,3x,2,1,0
1,AT5-R,fomesafen,3,3x,3,1,0
1,AT5-R,fomesafen,3,3x,4,1,0
1,AT5-R,fomesafen,3,3x,5,1,0
1,AT5-R,fomesafen,3,3x,6,1,0
1,AT5-R,fomesafen,3,3x,7,1,0
1,AT5-R,fomesafen,3,3x,8,1,0
1,AT6-R,control,0,1x,1,10,1.31
1,AT6-R,control,0,1x,2,10,1.778
1,AT6-R,control,0,1x,3,,
1,AT6-R,control,0,1x,4,,
1,AT6-R,fomesafen,3,1x,1,1,0
1,AT6-R,fomesafen,3,1x,2,1,0
1,AT6-R,fomesafen,3,1x,3,1,0
1,AT6-R,fomesafen,3,1x,4,,
1,AT6-R,fomesafen,3,1x,5,,
1,AT6-R,fomesafen,3,1x,6,,
1,AT6-R,fomesafen,3,1x,7,,
1,AT6-R,fomesafen,3,1x,8,,
1,AT6-R,fomesafen,3,3x,1,,
1,AT6-R,fomesafen,3,3x,2,,
1,AT6-R,fomesafen,3,3x,3,,
1,AT6-R,fomesafen,3,3x,4,,
1,AT6-R,fomesafen,3,3x,5,,
1,AT6-R,fomesafen,3,3x,6,,
1,AT6-R,fomesafen,3,3x,7,,
1,AT6-R,fomesafen,3,3x,8,,
1,AT8-R,control,0,1x,1,10,1.291
1,AT8-R,control,0,1x,2,10,1.43
1,AT8-R,control,0,1x,3,10,1.8
1,AT8-R,control,0,1x,4,,
1,AT8-R,fomesafen,3,1x,1,1,0
1,AT8-R,fomesafen,3,1x,2,1,0
1,AT8-R,fomesafen,3,1x,3,1,0
1,AT8-R,fomesafen,3,1x,4,,
1,AT8-R,fomesafen,3,1x,5,,
1,AT8-R,fomesafen,3,1x,6,,
1,AT8-R,fomesafen,3,1x,7,,
1,AT8-R,fomesafen,3,1x,8,,
1,AT8-R,fomesafen,3,3x,1,,
1,AT8-R,fomesafen,3,3x,2,,
1,AT8-R,fomesafen,3,3x,3,,
1,AT8-R,fomesafen,3,3x,4,,
1,AT8-R,fomesafen,3,3x,5,,
1,AT8-R,fomesafen,3,3x,6,,
1,AT8-R,fomesafen,3,3x,7,,
1,AT8-R,fomesafen,3,3x,8,,
1,AT10,control,0,1x,1,10,1.78
1,AT10,control,0,1x,2,10,1.615
1,AT10,control,0,1x,3,10,1.19
1,AT10,control,0,1x,4,10,1.539
1,AT10,fomesafen,3,1x,1,1,0
1,AT10,fomesafen,3,1x,2,1,0
1,AT10,fomesafen,3,1x,3,1,0
1,AT10,fomesafen,3,1x,4,1,0
1,AT10,fomesafen,3,1x,5,1,0
1,AT10,fomesafen,3,1x,6,1,0
1,AT10,fomesafen,3,1x,7,,
1,AT10,fomesafen,3,1x,8,,
1,AT10,fomesafen,3,3x,1,1,0
1,AT10,fomesafen,3,3x,2,1,0
1,AT10,fomesafen,3,3x,3,1,0
1,AT10,fomesafen,3,3x,4,1,0
1,AT10,fomesafen,3,3x,5,1,0
1,AT10,fomesafen,3,3x,6,1,0
1,AT10,fomesafen,3,3x,7,,
1,AT10,fomesafen,3,3x,8,,
1,ATBP-S,control,0,1x,1,10,2.338
1,ATBP-S,control,0,1x,2,10,2.06
1,ATBP-S,control,0,1x,3,10,2.313
1,ATBP-S,control,0,1x,4,,
1,ATBP-S,fomesafen,3,1x,1,1,0
1,ATBP-S,fomesafen,3,1x,2,1,0
1,ATBP-S,fomesafen,3,1x,3,1,0
1,ATBP-S,fomesafen,3,1x,4,,
1,ATBP-S,fomesafen,3,1x,5,,
1,ATBP-S,fomesafen,3,1x,6,,
1,ATBP-S,fomesafen,3,1x,7,,
1,ATBP-S,fomesafen,3,1x,8,,
1,ATBP-S,fomesafen,3,3x,1,1,0
1,ATBP-S,fomesafen,3,3x,2,1,0
1,ATBP-S,fomesafen,3,3x,3,1,0
1,ATBP-S,fomesafen,3,3x,4,,
1,ATBP-S,fomesafen,3,3x,5,,
1,ATBP-S,fomesafen,3,3x,6,,
1,ATBP-S,fomesafen,3,3x,7,,
1,ATBP-S,fomesafen,3,3x,8,,
2,AT1-R,control,0,1x,1,10,2.648
2,AT1-R,control,0,1x,2,10,3.113
2,AT1-R,control,0,1x,3,10,2.447
2,AT1-R,control,0,1x,4,10,2.881
2,AT1-R,fomesafen,3,1x,1,1,0
2,AT1-R,fomesafen,3,1x,2,1,0
2,AT1-R,fomesafen,3,1x,3,1,0
2,AT1-R,fomesafen,3,1x,4,1,0
2,AT1-R,fomesafen,3,1x,5,1,0
2,AT1-R,fomesafen,3,1x,6,1,0
2,AT1-R,fomesafen,3,1x,7,1,0
2,AT1-R,fomesafen,3,1x,8,1,0
2,AT1-R,fomesafen,3,3x,1,1,0
2,AT1-R,fomesafen,3,3x,2,1,0
2,AT1-R,fomesafen,3,3x,3,1,0
2,AT1-R,fomesafen,3,3x,4,1,0
2,AT1-R,fomesafen,3,3x,5,1,0
2,AT1-R,fomesafen,3,3x,6,1,0
2,AT1-R,fomesafen,3,3x,7,1,0
2,AT1-R,fomesafen,3,3x,8,1,0
2,AT2-R,control,0,1x,1,10,1.985
2,AT2-R,control,0,1x,2,10,2.486
2,AT2-R,control,0,1x,3,10,2.791
2,AT2-R,control,0,1x,4,10,3.207
2,AT2-R,fomesafen,3,1x,1,7,0.141
2,AT2-R,fomesafen,3,1x,2,8,0.894
2,AT2-R,fomesafen,3,1x,3,1,0
2,AT2-R,fomesafen,3,1x,4,1,0
2,AT2-R,fomesafen,3,1x,5,1,0
2,AT2-R,fomesafen,3,1x,6,7,0.26
2,AT2-R,fomesafen,3,1x,7,8,0.298
2,AT2-R,fomesafen,3,1x,8,8,0.319
2,AT2-R,fomesafen,3,3x,1,6,0.161
2,AT2-R,fomesafen,3,3x,2,1,0
2,AT2-R,fomesafen,3,3x,3,7,0.081
2,AT2-R,fomesafen,3,3x,4,1,0
2,AT2-R,fomesafen,3,3x,5,1,0
2,AT2-R,fomesafen,3,3x,6,7,0.118
2,AT2-R,fomesafen,3,3x,7,1,0
2,AT2-R,fomesafen,3,3x,8,1,0
2,AT4-R,control,0,1x,1,10,3.534
2,AT4-R,control,0,1x,2,10,2.634
2,AT4-R,control,0,1x,3,10,4.122
2,AT4-R,control,0,1x,4,10,3.703
2,AT4-R,fomesafen,3,1x,1,1,0
2,AT4-R,fomesafen,3,1x,2,1,0
2,AT4-R,fomesafen,3,1x,3,1,0
2,AT4-R,fomesafen,3,1x,4,1,0
2,AT4-R,fomesafen,3,1x,5,1,0
2,AT4-R,fomesafen,3,1x,6,1,0
2,AT4-R,fomesafen,3,1x,7,1,0
2,AT4-R,fomesafen,3,1x,8,1,0
2,AT4-R,fomesafen,3,3x,1,1,0
2,AT4-R,fomesafen,3,3x,2,1,0
2,AT4-R,fomesafen,3,3x,3,1,0
2,AT4-R,fomesafen,3,3x,4,1,0
2,AT4-R,fomesafen,3,3x,5,1,0
2,AT4-R,fomesafen,3,3x,6,1,0
2,AT4-R,fomesafen,3,3x,7,1,0
2,AT4-R,fomesafen,3,3x,8,1,0
2,AT5-R,control,0,1x,1,10,2.108
2,AT5-R,control,0,1x,2,10,2.32
2,AT5-R,control,0,1x,3,10,2.378
2,AT5-R,control,0,1x,4,10,2.53
2,AT5-R,fomesafen,3,1x,1,1,0
2,AT5-R,fomesafen,3,1x,2,1,0
2,AT5-R,fomesafen,3,1x,3,1,0
2,AT5-R,fomesafen,3,1x,4,1,0
2,AT5-R,fomesafen,3,1x,5,1,0
2,AT5-R,fomesafen,3,1x,6,1,0
2,AT5-R,fomesafen,3,1x,7,1,0
2,AT5-R,fomesafen,3,1x,8,1,0
2,AT5-R,fomesafen,3,3x,1,1,0
2,AT5-R,fomesafen,3,3x,2,1,0
2,AT5-R,fomesafen,3,3x,3,1,0
2,AT5-R,fomesafen,3,3x,4,1,0
2,AT5-R,fomesafen,3,3x,5,1,0
2,AT5-R,fomesafen,3,3x,6,1,0
2,AT5-R,fomesafen,3,3x,7,1,0
2,AT5-R,fomesafen,3,3x,8,1,0
2,AT6-R,control,0,1x,1,10,2.631
2,AT6-R,control,0,1x,2,10,2.28
2,AT6-R,control,0,1x,3,10,1.693
2,AT6-R,control,0,1x,4,10,0.902
2,AT6-R,fomesafen,3,1x,1,1,0
2,AT6-R,fomesafen,3,1x,2,1,0
2,AT6-R,fomesafen,3,1x,3,1,0
2,AT6-R,fomesafen,3,1x,4,1,0
2,AT6-R,fomesafen,3,1x,5,,
2,AT6-R,fomesafen,3,1x,6,,
2,AT6-R,fomesafen,3,1x,7,,
2,AT6-R,fomesafen,3,1x,8,,
2,AT6-R,fomesafen,3,3x,1,1,0
2,AT6-R,fomesafen,3,3x,2,1,0
2,AT6-R,fomesafen,3,3x,3,1,0
2,AT6-R,fomesafen,3,3x,4,1,0
2,AT6-R,fomesafen,3,3x,5,,
2,AT6-R,fomesafen,3,3x,6,,
2,AT6-R,fomesafen,3,3x,7,,
2,AT6-R,fomesafen,3,3x,8,,
2,AT8-R,control,0,1x,1,10,3.132
2,AT8-R,control,0,1x,2,10,3.188
2,AT8-R,control,0,1x,3,10,4.154
2,AT8-R,control,0,1x,4,10,3.122
2,AT8-R,fomesafen,3,1x,1,1,0
2,AT8-R,fomesafen,3,1x,2,1,0
2,AT8-R,fomesafen,3,1x,3,1,0
2,AT8-R,fomesafen,3,1x,4,1,0
2,AT8-R,fomesafen,3,1x,5,1,0
2,AT8-R,fomesafen,3,1x,6,1,0
2,AT8-R,fomesafen,3,1x,7,1,0
2,AT8-R,fomesafen,3,1x,8,1,0
2,AT8-R,fomesafen,3,3x,1,1,0
2,AT8-R,fomesafen,3,3x,2,1,0
2,AT8-R,fomesafen,3,3x,3,1,0
2,AT8-R,fomesafen,3,3x,4,1,0
2,AT8-R,fomesafen,3,3x,5,1,0
2,AT8-R,fomesafen,3,3x,6,1,0
2,AT8-R,fomesafen,3,3x,7,1,0
2,AT8-R,fomesafen,3,3x,8,1,0
2,AT10,control,0,1x,1,10,2.542
2,AT10,control,0,1x,2,10,4.191
2,AT10,control,0,1x,3,10,2.731
2,AT10,control,0,1x,4,10,3.72
2,AT10,fomesafen,3,1x,1,1,0
2,AT10,fomesafen,3,1x,2,1,0
2,AT10,fomesafen,3,1x,3,1,0
2,AT10,fomesafen,3,1x,4,1,0
2,AT10,fomesafen,3,1x,5,1,0
2,AT10,fomesafen,3,1x,6,1,0
2,AT10,fomesafen,3,1x,7,1,0
2,AT10,fomesafen,3,1x,8,1,0
2,AT10,fomesafen,3,3x,1,1,0
2,AT10,fomesafen,3,3x,2,1,0
2,AT10,fomesafen,3,3x,3,1,0
2,AT10,fomesafen,3,3x,4,1,0
2,AT10,fomesafen,3,3x,5,1,0
2,AT10,fomesafen,3,3x,6,1,0
2,AT10,fomesafen,3,3x,7,1,0
2,AT10,fomesafen,3,3x,8,1,0
2,ATBP-S,control,0,1x,1,10,3.21
2,ATBP-S,control,0,1x,2,10,3.041
2,ATBP-S,control,0,1x,3,10,4.165
