exp,id,run,pop,herb,dose,rate,temp,rep,surv,biomass,percent_bio
GC,307,2,A101,meso+GST,0.5x,52.55,ambient,3,0,0,0
GC,308,2,A101,meso+GST,0.5x,52.55,ambient,4,0,0,0
GC,309,2,A101,meso+GST,1x,105.09,ambient,1,0,0,0
GC,310,2,A101,meso+GST,1x,105.09,ambient,2,0,0,0
GC,311,2,A101,meso+GST,1x,105.09,ambient,3,0,0,0
GC,312,2,A101,meso+GST,1x,105.09,ambient,4,0,0,0
GC,313,2,A101,meso+GST,2x,210.19,ambient,1,0,0,0
GC,314,2,A101,meso+GST,2x,210.19,ambient,2,0,0,0
GC,315,2,A101,meso+GST,2x,210.19,ambient,3,0,0,0
GC,316,2,A101,meso+GST,2x,210.19,ambient,4,0,0,0
GC,317,2,A101,meso+GST,4x,420.37,ambient,1,0,0,0
GC,318,2,A101,meso+GST,4x,420.37,ambient,2,0,0,0
GC,319,2,A101,meso+GST,4x,420.37,ambient,3,0,0,0
GC,320,2,A101,meso+GST,4x,420.37,ambient,4,0,0,0
