exp,id,run,pop,herb,rate,temp,rep,surv,biomass
GC,180,1,A101,"2,4D+GST",133,elevated,4,1,1.924
GC,181,1,A101,"2,4D+GST",266,elevated,1,0,0
GC,182,1,A101,"2,4D+GST",266,elevated,2,1,2.11
GC,183,1,A101,"2,4D+GST",266,elevated,3,1,1.467
GC,184,1,A101,"2,4D+GST",266,elevated,4,0,0
GC,185,1,A101,"2,4D+GST",533,elevated,1,1,0.231
GC,186,1,A101,"2,4D+GST",533,elevated,2,1,1.255
GC,187,1,A101,"2,4D+GST",533,elevated,3,1,1.476
GC,188,1,A101,"2,4D+GST",533,elevated,4,1,0.786
GC,189,1,A101,"2,4D+GST",1065,elevated,1,0,0
GC,190,1,A101,"2,4D+GST",1065,elevated,2,1,1.242
GC,191,1,A101,"2,4D+GST",1065,elevated,3,0,0
GC,192,1,A101,"2,4D+GST",1065,elevated,4,0,0
GC,193,1,A101,"2,4D+GST",2130,elevated,1,0,0
GC,194,1,A101,"2,4D+GST",2130,elevated,2,0,0
GC,195,1,A101,"2,4D+GST",2130,elevated,3,,
GC,196,1,A101,"2,4D+GST",2130,elevated,4,0,0
GC,197,1,A101,"2,4D+GST",4260,elevated,1,0,0
GC,198,1,A101,"2,4D+GST",4260,elevated,2,0,0
GC,199,1,A101,"2,4D+GST",4260,elevated,3,0,0
GC,200,1,A101,"2,4D+GST",4260,elevated,4,0,0
GC,201,1,A101,"2,4D",0,ambient,1,1,1.256
GC,202,1,A101,"2,4D",0,ambient,2,1,1.92
GC,203,1,A101,"2,4D",0,ambient,3,1,2.298
GC,204,1,A101,"2,4D",0,ambient,4,1,1.241
GC,205,1,A101,"2,4D",17,ambient,1,1,1.855
GC,206,1,A101,"2,4D",17,ambient,2,1,1.033
GC,207,1,A101,"2,4D",17,ambient,3,1,1.149
GC,208,1,A101,"2,4D",17,ambient,4,1,1.496
GC,209,1,A101,"2,4D",33,ambient,1,1,0.908
GC,210,1,A101,"2,4D",33,ambient,2,1,1.007
GC,211,1,A101,"2,4D",33,ambient,3,1,2.132
GC,212,1,A101,"2,4D",33,ambient,4,1,1.98
GC,213,1,A101,"2,4D",67,ambient,1,1,1.468
GC,214,1,A101,"2,4D",67,ambient,2,1,2.095
GC,215,1,A101,"2,4D",67,ambient,3,1,1.268
GC,216,1,A101,"2,4D",67,ambient,4,1,1.395
GC,217,1,A101,"2,4D",133,ambient,1,1,1.9
GC,218,1,A101,"2,4D",133,ambient,2,1,0.793
GC,219,1,A101,"2,4D",133,ambient,3,1,1.536
GC,220,1,A101,"2,4D",133,ambient,4,1,0.801
GC,221,1,A101,"2,4D",266,ambient,1,1,1.032
GC,222,1,A101,"2,4D",266,ambient,2,0,0
GC,223,1,A101,"2,4D",266,ambient,3,1,1.821
GC,224,1,A101,"2,4D",266,ambient,4,0,0
GC,225,1,A101,"2,4D",533,ambient,1,1,0.515
GC,226,1,A101,"2,4D",533,ambient,2,0,0
GC,227,1,A101,"2,4D",533,ambient,3,1,0.366
GC,228,1,A101,"2,4D",533,ambient,4,1,0.436
GC,229,1,A101,"2,4D",1065,ambient,1,1,0.404
GC,230,1,A101,"2,4D",1065,ambient,2,1,0.367
GC,231,1,A101,"2,4D",1065,ambient,3,0,0
GC,232,1,A101,"2,4D",1065,ambient,4,1,0.416
GC,233,1,A101,"2,4D",2130,ambient,1,0,0
GC,234,1,A101,"2,4D",2130,ambient,2,0,0
GC,235,1,A101,"2,4D",2130,ambient,3,0,0
GC,236,1,A101,"2,4D",2130,ambient,4,0,0
GC,237,1,A101,"2,4D",4260,ambient,1,1,0.168
GC,238,1,A101,"2,4D",4260,ambient,2,0,0
GC,239,1,A101,"2,4D",4260,ambient,3,0,0
GC,240,1,A101,"2,4D",4260,ambient,4,1,0.163
GC,241,1,A101,"2,4D+P450",0,ambient,1,1,1.132
GC,242,1,A101,"2,4D+P450",0,ambient,2,1,2.254
GC,243,1,A101,"2,4D+P450",0,ambient,3,1,2.283
GC,244,1,A101,"2,4D+P450",0,ambient,4,1,1.795
GC,245,1,A101,"2,4D+P450",17,ambient,1,1,1.054
GC,246,1,A101,"2,4D+P450",17,ambient,2,1,1.989
GC,247,1,A101,"2,4D+P450",17,ambient,3,1,1.461
GC,248,1,A101,"2,4D+P450",17,ambient,4,1,1.013
GC,249,1,A101,"2,4D+P450",33,ambient,1,1,0.852
GC,250,1,A101,"2,4D+P450",33,ambient,2,1,0.728
GC,251,1,A101,"2,4D+P450",33,ambient,3,1,1.958
GC,252,1,A101,"2,4D+P450",33,ambient,4,1,1.312
GC,253,1,A101,"2,4D+P450",67,ambient,1,1,1.686
GC,254,1,A101,"2,4D+P450",67,ambient,2,1,1.824
GC,255,1,A101,"2,4D+P450",67,ambient,3,1,0.632
GC,256,1,A101,"2,4D+P450",67,ambient,4,1,1.246
GC,257,1,A101,"2,4D+P450",133,ambient,1,1,0.663
GC,258,1,A101,"2,4D+P450",133,ambient,2,1,0.816
GC,259,1,A101,"2,4D+P450",133,ambient,3,1,0.644
GC,260,1,A101,"2,4D+P450",133,ambient,4,1,0.693
GC,261,1,A101,"2,4D+P450",266,ambient,1,1,0.932
GC,262,1,A101,"2,4D+P450",266,ambient,2,1,0.507
GC,263,1,A101,"2,4D+P450",266,ambient,3,1,0.872
GC,264,1,A101,"2,4D+P450",266,ambient,4,1,1.041
GC,265,1,A101,"2,4D+P450",533,ambient,1,1,0.258
GC,266,1,A101,"2,4D+P450",533,ambient,2,1,0.574
GC,267,1,A101,"2,4D+P450",533,ambient,3,1,1.202
GC,268,1,A101,"2,4D+P450",533,ambient,4,1,0.29
GC,269,1,A101,"2,4D+P450",1065,ambient,1,1,0.398
GC,270,1,A101,"2,4D+P450",1065,ambient,2,1,0.383
GC,271,1,A101,"2,4D+P450",1065,ambient,3,0,0
GC,272,1,A101,"2,4D+P450",1065,ambient,4,1,0.234
GC,273,1,A101,"2,4D+P450",2130,ambient,1,1,0.464
GC,274,1,A101,"2,4D+P450",2130,ambient,2,0,0
GC,275,1,A101,"2,4D+P450",2130,ambient,3,0,0
GC,276,1,A101,"2,4D+P450",2130,ambient,4,0,0
GC,277,1,A101,"2,4D+P450",4260,ambient,1,1,0.132
GC,278,1,A101,"2,4D+P450",4260,ambient,2,1,0.477
GC,279,1,A101,"2,4D+P450",4260,ambient,3,0,0
GC,280,1,A101,"2,4D+P450",4260,ambient,4,1,0.199
GC,281,1,A101,"2,4D+GST",0,ambient,1,1,1.493
GC,282,1,A101,"2,4D+GST",0,ambient,2,1,2.421
GC,283,1,A101,"2,4D+GST",0,ambient,3,1,0.997
GC,284,1,A101,"2,4D+GST",0,ambient,4,1,1.706
GC,285,1,A101,"2,4D+GST",17,ambient,1,1,1.561
GC,286,1,A101,"2,4D+GST",17,ambient,2,1,1.032
GC,287,1,A101,"2,4D+GST",17,ambient,3,1,1.053
GC,288,1,A101,"2,4D+GST",17,ambient,4,1,1.739
GC,289,1,A101,"2,4D+GST",33,ambient,1,1,1.563
GC,290,1,A101,"2,4D+GST",33,ambient,2,1,1.354
GC,291,1,A101,"2,4D+GST",33,ambient,3,1,0.976
GC,292,1,A101,"2,4D+GST",33,ambient,4,1,1.395
GC,293,1,A101,"2,4D+GST",67,ambient,1,1,1.545
GC,294,1,A101,"2,4D+GST",67,ambient,2,1,2.023
GC,295,1,A101,"2,4D+GST",67,ambient,3,1,0.873
GC,296,1,A101,"2,4D+GST",67,ambient,4,1,1.055
GC,297,1,A101,"2,4D+GST",133,ambient,1,0,0
GC,298,1,A101,"2,4D+GST",133,ambient,2,1,0.651
GC,299,1,A101,"2,4D+GST",133,ambient,3,0,0
GC,300,1,A101,"2,4D+GST",133,ambient,4,1,0.902
GC,301,1,A101,"2,4D+GST",266,ambient,1,1,0.731
GC,302,1,A101,"2,4D+GST",266,ambient,2,0,0
GC,303,1,A101,"2,4D+GST",266,ambient,3,0,0
GC,304,1,A101,"2,4D+GST",266,ambient,4,0,0
GC,305,1,A101,"2,4D+GST",533,ambient,1,0,0
GC,306,1,A101,"2,4D+GST",533,ambient,2,1,0.466
GC,307,1,A101,"2,4D+GST",533,ambient,3,1,0.582
GC,308,1,A101,"2,4D+GST",533,ambient,4,0,0
GC,309,1,A101,"2,4D+GST",1065,ambient,1,1,0.142
GC,310,1,A101,"2,4D+GST",1065,ambient,2,0,0
GC,311,1,A101,"2,4D+GST",1065,ambient,3,1,0.242
GC,312,1,A101,"2,4D+GST",1065,ambient,4,1,0.631
GC,313,1,A101,"2,4D+GST",2130,ambient,1,0,0
GC,314,1,A101,"2,4D+GST",2130,ambient,2,1,0.198
GC,315,1,A101,"2,4D+GST",2130,ambient,3,0,0
GC,316,1,A101,"2,4D+GST",2130,ambient,4,0,0
GC,317,1,A101,"2,4D+GST",4260,ambient,1,0,0
GC,318,1,A101,"2,4D+GST",4260,ambient,2,0,0
GC,319,1,A101,"2,4D+GST",4260,ambient,3,0,0
GC,320,1,A101,"2,4D+GST",4260,ambient,4,0,0
